"DATA","DESCRIZIONE","COSTO","TIPO SPESA","FORNITORE","CATEGORIA","DESTINAZIONE","METODO PAGAMENTO","PAGATO","AZIONI"
"30/04/2025","FATTURA 2025-0001085/00 (CORSO DI AGGIORNAMENTO PER DE GERONIMO E BRAGUZZI IN VIDEOCONFERENZA) > RICORDARSI IL CREDITO DI 85,40€ PER IL CORSO DI ISABELLA CANCELLATO A SEGUITO DELLE SUE DIMISSIONI","140,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"30/04/2025","FATTURA 2025-0001201/00 (CORSO ANTINCENDIO PER STARCENDO E DAL CERO IN PRESENZA)","400,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"30/04/2025","FATTURA 2025-0001132/00 (CORSO DI INTEGRAZIONE PER DAL CERO, FIZZARDI E ONGARO IN VIDEOCONFERENZA)","135,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"30/04/2025","FATTURA 25FVI04543 (ARTICOLI VARI PER TUTTE LE BARCHE)","434,76 €","Fissi","Osculati","Cantiere","Azienda","Bonifico","","   "
"30/04/2025","FATTURA 25FVI04543 (PRESA D'ARIA, PORTA BARATTOLI, T 90, BASETTA RETTANGOLARE PER ETERNITY)","142,94 €","Fissi","Osculati","Cantiere","Eternity","Bonifico","","   "
"30/04/2025","FATTURA 25FVI04543 (FILTRO RACCORDO PER BELUGA)","24,36 €","Fissi","Osculati","Cantiere","Beluga","Bonifico","","   "
"30/04/2025","FATTURA 25FVI04543 (PRESA USB PER LIBERA)","8,14 €","Fissi","Osculati","Cantiere","Libera","Bonifico","","   "
"30/04/2025","FATTURA 25FVI04543 (MOSCHETTONE PER GHIBLI)","4,11 €","Fissi","Osculati","Cantiere","Ghibli","Bonifico","","   "
"01/05/2025","FATTURA 42B8DAE0-0041 (CANONE REGIONDO MAGGIO 2025)","99,00 €","Fissi","Regiondo","Sito","Azienda","Bonifico","","   "
"02/05/2025","FATTURA 2025/01735/1051 (GASOLIO)","862,47 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"02/05/2025","FATTURA 547A2025000002258 (ADATTATORE PER RICARICA IPAD LUNGOLAGO DESE)","18,00 €","Variabili","Apple Retail Italia srl","Acquisto nuovo","Azienda","Contante","","   "
"02/05/2025","FATTURA B_000179574/2025","19,45 €","Variabili","Easy Park Italia srl","Gestione","Azienda","Bonifico","","   "
"02/05/2025","FATTURA 824 (20 CASSE DI NATURALE, 15 CASSE DI FRIZZANTE E 15 CASSE DI PROSECCO MILLESIMATO)","469,52 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"03/05/2025","FATTURA AR01217007","82,50 €","Fissi","Vodafone","Gestione","Azienda","Bonifico","","   "
"05/05/2025","AFFITTO APPARTAMENTO COLOMBARE MAGGIO 2025","400,00 €","Fissi","Angelica Donati","Gestione","Azienda","Bonifico","","   "
"05/05/2025","FATTURA 26 (AFFITTO UFFICI MAGGIO 2025)","1.200,00 €","Fissi","Peruz","Ufficio","Azienda","Bonifico","","   "
"05/05/2025","FATTURA 2025/01735/1069 (GASOLIO)","1.177,93 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"05/05/2025","FATTURA 2025/01735/1068 (GASOLIO)","1.142,70 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"06/05/2025","FATTURA 272/001 (PROVVIGIONI SU PRENOTAZIONI APRILE)","149,43 €","Variabili","Holidoit srl","Provvigioni","Azienda","Bonifico","","   "
"06/05/2025","FATTURA AR521494 (3 CONFEZIONI DA 6 BICCHIERI MAGNETICI PER RIVA)","281,11 €","Variabili","Silwy","Acquisto nuovo","Riva","Bonifico","","   "
"06/05/2025","FATTURA 547A2025000002357 (2 COVER PER IPHONE 16e LUNGOLAGO SIRMIONE E DESE)","66,00 €","Variabili","Apple Retail Italia srl","Acquisto nuovo","Azienda","Contante","","   "
"07/05/2025","FATTURA V2-207057 (RATA 13 DI 29 CANONE LEASING APPLE LAPTOP MACBOOK AIR MARCELLO)","59,38 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"07/05/2025","FATTURA MC10972371","124,69 €","Fissi","Mailchimp","Pubblicità","Azienda","Bonifico","","   "
"07/05/2025","FATTURA 2025/01735/1090 (GASOLIO)","970,97 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"07/05/2025","FATTURA 2025/01735/1091 (GASOLIO)","859,91 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"08/05/2025","FATTURA 202 (TRASPORTO CANTIERE-NAUTICA CARLO COLUMBUS)","210,00 €","Fissi","Logistic Trans","Logistica","Columbus","Bonifico","","   "
"08/05/2025","FATTURA 202 (TRASPORTO CANTIERE-SIRMIONE 2 BECOME)","210,00 €","Fissi","Logistic Trans","Logistica","Become","Bonifico","","   "
"09/05/2025","FATTURA 2025/01735/1109 (GASOLIO)","975,41 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"09/05/2025","FATTURA 210 (TRASPORTO NAUTICA CARLO-CANTIERE COLUMBUS)","210,00 €","Fissi","Logistic Trans","Logistica","Columbus","Bonifico","","   "
"09/05/2025","FATTURA 210 (TRASPORTO CANTIERE-NAUTICA CARLO VIRGILIO)","210,00 €","Fissi","Logistic Trans","Logistica","Virgilio","Bonifico","","   "
"10/05/2025","AFFITTO APPARTAMENTO MARCELLO MAGGIO 2025","500,00 €","Fissi","Marcello Bertoldi","Gestione","Azienda","Bonifico","","   "
"11/05/2025","MAZZO DI FIORI PER TOUR DELL' 11/06","40,00 €","Variabili","Lago Fiorito","Gestione","Azienda","Contante Extra","","   "
"12/05/2025","FATTURA IEE2025005578267 (ABBONAMENTO MENSILE ADOBE CREATIVE CLOUD)","55,84 €","Variabili","Adobe","Gestione","Azienda","Bonifico","","   "
"12/05/2025","FATTURA 1053 (CANONE CONTROLLO GPS RIVA, PERIODO DA MAGGIO AD OTTOBRE 2025)","66,00 €","Fissi","MAS System srl","Gestione","Riva","Bonifico","","   "
"12/05/2025","FATTURA IT5000KFWD6W1I (6 MANICI PER SCOPE)","43,64 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"12/05/2025","FATTURA IT25-AEUI-6058574 (3 PALETTE)","13,50 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"12/05/2025","FATTURA 2025/01735/1125 (GASOLIO)","940,24 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"12/05/2025","FATTURA 1347-2025-FE (PROVVIGIONI PER PRENOTAZIONI APRILE 2025)","132,00 €","Variabili","Outlane srl","Provvigioni","Azienda","Bonifico","","   "
"12/05/2025","FATTURA 2025/01735/1114 (GASOLIO)","442,63 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"12/05/2025","FATTURA 137/001 (CONTRATTO ORMEGGIO 2025)","6.650,00 €","Fissi","Sirmione 2","Gestione","Riva","Bonifico","","   "
"13/05/2025","Cena inizio stagione","1.600,00 €","Fissi","Cascina della Taverna","Gestione","Azienda","Contante Extra","","   "
"13/05/2025","FATTURA 41/001 (LAVORI BECOME)","6.600,00 €","Fissi","Anselmo","Cantiere","Become","Bonifico","","   "
"13/05/2025","FATTURA 6 (CONSULENZA SOCIAL)","366,08 €","Variabili","Rey Martina","Marketing","Azienda","Bonifico","","   "
"13/05/2025","FATTURA 2025/01735/1137 (GASOLIO)","1.075,15 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"13/05/2025","FATTURA 5/E (ACCONTO PER 2 PIANI TAVOLO SECONDO UFFICIO)","1.000,00 €","Variabili","Dosso falegname","Acquisto nuovo","Azienda","Bonifico","","   "
"14/05/2025","RC VIRGILIO (RATEO DAL 14/05/25 AL 30/09/25)","97,00 €","Fissi","Assicura sas","Gestione","Virgilio","Bonifico","","   "
"14/05/2025","FATTURA IT25-AEUI-6209847 (GUANTI LATTEX)","5,73 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"14/05/2025","FATTURA IT25-AEUI-6209863 (CARTA IGIENICA E SPUGNE)","12,36 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"14/05/2025","FATTURA IT5000JJOCXBTI (60 CHANTECLAIR)","147,50 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"14/05/2025","FATTURA PL51QQ2IAEUI (FRIGORIFERO PORTARILE PER KIAR)","114,67 €","Variabili","Amazon","Acquisto nuovo","Kiar di Luna","Bonifico","","   "
"14/05/2025","FATTURA 886 (25 SCATOLE DI PROSECCO MILLESIMATO E 1 CONFEZIONE DI COCA COLA IN LATTINA)","494,70 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"14/05/2025","FATTURA 1289/V1/2025 (ADEGUAMENTO CONSENT MODE MICROSOFT)","320,00 €","Variabili","wmr srl","Sito","Azienda","Bonifico","","   "
"15/05/2025","Affitto aprile e maggio","900,00 €","Fissi","Daniele Gardone","Gestione","Azienda","Contante Extra","","   "
"15/05/2025","FATTURA V2-218161 (RATA 5 DI 29 CANONE LEASING APPLE DESKTOP IMAC M4 UFFICIO)","63,85 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"15/05/2025","LUCE PER COLUMBUS","1,43 €","Variabili","MEB srl a socio unico","Gestione","Columbus","Contante Extra","","   "
"15/05/2025","FATTURA 2025/01735/1146 (GASOLIO)","849,99 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"15/05/2025","FATTURA 482331 (BONIFICO PER BUONI PASTO DIPENDENTI APRILE 2025)","2.257,92 €","Variabili","Edenred Italia srl","Gestione","Azienda","Bonifico","","   "
"16/05/2025","Acconto San Felice","16.000,00 €","Variabili","Paolo Belleri - San Felice Boats","Acquisto nuovo","Ocean","Contante Extra","","   "
"16/05/2025","Saldo 2° shooting","450,00 €","Fissi","Martina Dall'Oglio","Fotografia e video","Azienda","Contante Extra","","   "
"16/05/2025","F24 BERTOLDI BOATS (SECONDA RATA AUTOLIQUIDAZIONE INAIL 2024/2025)","1.424,21 €","Fissi","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"16/05/2025","F24 BERTOLDI BOATS (COMPENSATO CON CREDITO IVA)","22.722,48 €","Fissi","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"16/05/2025","FATTURA IT25-AEUI-6205224 (5 TESTE DI MOCIO)","10,68 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"19/05/2025","Saldo Become","7.000,00 €","Variabili","Anselmo","Cantiere","Become","Contante Extra","","   "
"19/05/2025","FATTURA 1052 (CANONE CONTROLLO GPS AVANZATO PER 11 DISPOSITIVI, PERIODO DA MAGGIO AD OTTOBRE 2025)","726,00 €","Fissi","MAS System srl","Gestione","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 2025/01735/1159 (GASOLIO)","523,66 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 2025/01735/1172 (GASOLIO)","713,60 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/05/2025","NOTA DI CREDITO IT25-AEUC-314352 PER CARTA IGIENICA NON CONSEGNATA","11,45 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 2855366","22,40 €","Fissi","Nexi Payments spa","Sito","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 2025/01735/1183 (GASOLIO)","874,96 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 2025/01735/1197 (GASOLIO)","787,52 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/05/2025","FATTURA 1188 (23 PAIA DI BERMUDA CON RICAMO) > CHIESTO CHIARIMENTI IN MERITO AL PREZZO, HANNO SBAGLIATO L'IMPORTO E HANNO EMESSO DUE NOTE DI CREDITO A COMPENSAZIONE","986,47 €","Variabili","Santi eugenio spa","Acquisto nuovo","Azienda","Bonifico","","   "
"19/05/2025","FATTURA ZAPIER","216,93 €","Variabili","Zapier Inc.","Sito","Azienda","Bonifico","","   "
"20/05/2025","FATTURA 2025/01735/1209 (GASOLIO)","1.128,97 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"20/05/2025","FATTURA 42B8DAE0-0043 (PENALE PER RECESSO E CHIUSURA CONTRATTO CON REGIONDO)","300,00 €","Fissi","Regiondo","Sito","Azienda","Bonifico","","   "
"20/05/2025","FATTURA 488546 (BONIFICO PER BUONI PASTO CARNAGHI APRILE 2025)","164,64 €","Variabili","Edenred Italia srl","Gestione","Azienda","Bonifico","","   "
"21/05/2025","FATTURA INV01631195","2,83 €","Variabili","Bitly","Sito","Azienda","Bonifico","","   "
"21/05/2025","RC L'AURORA","176,50 €","Fissi","Assicura sas","Gestione","L'Aurora","Bonifico","","   "
"21/05/2025","FATTURA 2025/01735/1221 (GASOLIO)","1.107,02 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"21/05/2025","FATTURA 936 (20 CONFEZIONI DI ACQUA NATURALE, 1 CONFEZIONE DI COCA COLA, 1 CONFEZIONE DI FANTA, 10 SCATOLE DI PROSECCO)","343,65 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"21/05/2025","POLIZZA RTC/O PER INFORTUNI DIPENDENTI","2.213,50 €","Variabili","Cattolica Assicurazioni","Gestione","Azienda","Bonifico","","   "
"21/05/2025","FATTURA INV01724772","112,02 €","Variabili","Bitly","Sito","Azienda","Bonifico","","   "
"22/05/2025","FATTURA 219692 (CIALDE CAFFÈ PER UFFICIO)","65,57 €","Variabili","Nespresso","Ufficio","Azienda","Bonifico","","   "
"22/05/2025","FATTURA 2025/01735/1228 (GASOLIO)","426,98 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"22/05/2025","FATTURA 44/001 (SALDO INVERTER BECOME)","2.000,00 €","Variabili","Anselmo","Cantiere","Become","Bonifico","","   "
"22/05/2025","FATTURA 44/001 (SALDO INVERTER REPOWER E)","2.000,00 €","Fissi","Anselmo","Cantiere","Repower?","Bonifico","","   "
"22/05/2025","POLIZZA 42321Q","2.000,00 €","Fissi","Yolo srl","Gestione","Azienda","Bonifico","","   "
"23/05/2025","FATTURA 32 (PUBBLICITÀ SU ENGEL AND VÖLKERS)","1.000,00 €","Variabili","GOLDEN HOUSE REAL ESTATE S.R.L.","Pubblicità","Azienda","Bonifico","","   "
"23/05/2025","RICEVUTA 28 (CONTRIBUTO PROTEZIONE CIVILE)","2.000,00 €","Variabili","Volontari Protezione Civile Basso Garda","Gestione","Azienda","Bonifico","","   "
"25/05/2025","FATTURA 2025E196959 (ELETTRICITÀ UFFICIO APRILE 2025)","59,74 €","Fissi","Repower","Ufficio","Azienda","Bonifico","","   "
"26/05/2025","FATTURA 890/S (SOSTITUZIONE DGFE REGISTRATORE LUNGOLAGO SIRMIONE)","55,00 €","Fissi","S.C. sistemi di cassa","Gestione","Azienda","Bonifico","","   "
"26/05/2025","FATTURA 2025/01735/1267 (GASOLIO)","672,82 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"26/05/2025","FATTURA 2025/01735/1253 (GASOLIO)","643,00 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"26/05/2025","SPOTIFY MAGGIO 2025","35,98 €","Fissi","Spotify","Gestione","Azienda","Bonifico","","   "
"27/05/2025","FATTURA 985 (1 CONFEZIONE DI COCA COLA, 1 CONFEZIONE DI FANTA, 30 CARTONI DI PROSECCO E 1 CONFEZIONE DI BIRRA)","624,71 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"27/05/2025","FATTURA 2025/01735/1274 (GASOLIO)","1.074,54 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"28/05/2025","FATTURA 2025/01735/1288 (GASOLIO)","1.121,24 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873353 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873200 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873323 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873480 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873267 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Fissi","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873860 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Fissi","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6873860 (3 PACCHI DI ROTOLI SCOTTEX)","12,18 €","Fissi","Amazon","Gestione","Azienda","Bonifico","","   "
"28/05/2025","FATTURA IT25-AEUI-6900745 (SACCHI PER SPAZZATURA E ROTOLI PER CARTA IGIENICA)","62,27 €","Fissi","Amazon","Gestione","Azienda","Bonifico","","   "
"29/05/2025","FATTURA 07 (TERZO ACCONTO PER COSTRUZIONE IMBARCAZIONE GOZZO)","8.196,72 €","Variabili","Cantiere Navale F.lli Mileo s.r.l.","Acquisto nuovo","Azienda","Bonifico","","   "
"29/05/2025","FATTURA 2025/0000030/E1 (COMMISSIONI PER TOUR DEL 15/05 E 16/05)","295,08 €","Variabili","VET DMC SRL","Provvigioni","Azienda","Bonifico","","   "
"29/05/2025","FATTURA 2025/01735/1297 (GASOLIO)","1.076,98 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"29/05/2025","SPESE ISTRUTTORIA PER RILASCIO CERTIFICATO IDONEITÀ AL NOLEGGIO CANDIDO","20,00 €","Fissi","Provincia di Brescia","Burocrazia","Candido","Bonifico","","   "
"29/05/2025","ABBONAMENTO SPOTIFY RIVA MAGGIO 2025","17,99 €","Fissi","Spotify","Gestione","Riva","Bonifico","","   "
"30/05/2025","FATTURA 1473 (10 CAMICIE TAGLIA M, 25 CAMICIE TAGLIA L E 10 CAMICIE TAGLIA XL A MANICHE LUNGHE)","1.327,05 €","Variabili","Santi eugenio spa","Acquisto nuovo","Azienda","Bonifico","","   "
"30/05/2025","FATTURA 2025/01735/1306 (GASOLIO)","1.070,36 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"30/05/2025","FATTURA 15 (CONSULENZA MAGGIO 2025)","852,00 €","Variabili","Sarasini Laura","Marketing","Azienda","Bonifico","","   "
"30/05/2025","FATTURA 24/2025 (ACCONTO PER LAVORI ELETTRICI SECONDO UFFICIO)","2.500,00 €","Variabili","Guerra Ivan Elettricista","Ufficio","Azienda","Bonifico","","   "
"30/05/2025","FATTURA 1007 (15 CASSE DI ACQUA NATURALE E 5 DI FRIZZANTE)","103,49 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 2025-0001423/00 (ASSISTENZA SICUREZZA DAL 03/03/25 AL 02/09/25)","200,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 783 (CONSULENZA PER COSTITUZIONE RIVA BOATS CHARTER)","1.000,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 788 (CONSULENZA PER AFFITTO KIAR DI LUNA)","1.000,00 €","Fissi","Gesta srl","Contabilità","Kiar di Luna","Bonifico","","   "
"31/05/2025","FATTURA 25FVI07631 (PARABORDI PER BARCHE GRANDI, GANCIO ACCOSTO, PRESA INCASSO USB, MOLLA A GAS, PONTICELLI E CLIP A MOLLA)","355,49 €","Fissi","Osculati","Cantiere","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVI07631 (MOLLA A GAS E CAVALLOTTO PER CANDIDO)","209,51 €","Fissi","Osculati","Cantiere","Candido","Bonifico","","   "
"31/05/2025","FATTURA 25FVI07631 (PRESA ARIA PER ETERNITY)","24,46 €","Fissi","Osculati","Cantiere","Eternity","Bonifico","","   "
"31/05/2025","FATTURA 25FVI07631 (CESTELLO INOX PER LIBERA)","20,51 €","Fissi","Osculati","Cantiere","Libera","Bonifico","","   "
"31/05/2025","FATTURA 25FVI07631 (CESTELLO INOX PER MAGIA)","20,51 €","Fissi","Osculati","Cantiere","Magia","Bonifico","","   "
"31/05/2025","FATTURA FA.SEDE-2025-123 (RATA 2 DI 2 ORMEGGIO COLUMBUS ANNO 2025)","1.725,00 €","Fissi","Società Canottieri Garda Salò","Gestione","Columbus","Bonifico","","   "
"31/05/2025","SPESE BANCARIE","1.246,47 €","Fissi","BNL B.BOATS","Banca","Azienda","Bonifico","","   "
"31/05/2025","SECONDA RATA CANONE PORTUALE 2025 - 1 POSTO BARCA DESENZANO (ETERNITY)","405,02 €","Fissi","Consorzio Salò","Burocrazia","Eternity","Bonifico","","   "
"31/05/2025","FATTURA 888 (PRATICA COMUNICAZIONE PEC AMMINISTRATORI ALLA CCIAA)","50,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/05/2025","SECONDA RATA CANONE PORTUALE 2025 - 5 POSTI BARCA SIRMIONE","1.497,45 €","Fissi","Consorzio Salò","Gestione","Azienda","Bonifico","","   "
"31/05/2025","SECONDA RATA CANONE PORTUALE 2025 - 1 POSTO BARCA DESENZANO (L'AURORA)","266,33 €","Fissi","Consorzio Salò","Burocrazia","L'Aurora","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10531 (PARABORDI, BANDIERE, SPAZZALONI)","166,32 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 88 (STUZZICHINI VARI PER TOUR APRILE 2025)","353,65 €","Variabili","Forno integrale snc","Cibo e bevande","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25 (CONSULENZA CREATIVA E PROGETTAZIONE GRAFICA APRILE 2025)","950,00 €","Variabili","Logotomica","Grafica","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10902 (GIUBBOTTI MANUALI PER RIVA)","144,59 €","Fissi","Osculati","Gestione","Riva","Bonifico","","   "
"31/05/2025","FATTURA FD/2013 (ARTICOLI VARI PER CANTIERE)","33,45 €","Variabili","cima","Cantiere","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVM0561 (VERRICELLO PER COLUMBUS)","56,53 €","Variabili","Osculati","Gestione","Columbus","Bonifico","","   "
"31/05/2025","FATTURA 467 (ADESIVI PER COLUMBUS)","84,00 €","Fissi","Garda incisioni","Grafica","Columbus","Bonifico","","   "
"31/05/2025","FATTURA 467 (ADESIVI PER RIVA)","60,00 €","Fissi","Garda incisioni","Grafica","Riva","Bonifico","","   "
"31/05/2025","FATTURA 467 (ADESIVI VARI PER CARTELLI LUNGOLAGO SIRMIONE E DESE E SCHEDE SPIEGAZIONI)","1.400,00 €","Fissi","Garda incisioni","Grafica","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10531 (SPAZZOLA PER LUNGOLAGO DESE)","9,73 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10531 (FUNGHETTO PER VIRGILIO)","12,06 €","Variabili","Osculati","Gestione","Virgilio","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10531 (PARABORDI PER PAPI)","195,10 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"31/05/2025","FATTURA 25FVI10531 (GIUBBOTTI MANUALI PER RIVA)","285,18 €","Variabili","Osculati","Gestione","Riva","Bonifico","","   "
"31/05/2025","SPESE BANCARIE","38,74 €","Fissi","Banca BCC","Banca","Azienda","Bonifico","","   "
"02/06/2025","FATTURA IT25-AEUI-7047492 (5 CAVI C-C)","25,23 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"02/06/2025","FATTURA 402-2899578-9840320 (CARICATORE CORRENTE USB C)","11,89 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"02/06/2025","FATTURA 2025/01735/1325 (GASOLIO)","856,45 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"02/06/2025","FATTURA 2025/01735/1334 (GASOLIO)","1.179,98 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"02/06/2025","FATTURA B_000243502/2025","42,91 €","Variabili","Easy Park Italia srl","Gestione","Azienda","Bonifico","","   "
"03/06/2025","FATTURA 994 (STAMPANTE ZEBRA, AC ADAPTER E ROTOLI)","1.127,00 €","Variabili","System 6 s.r.l.","Acquisto nuovo","Azienda","Bonifico","","   "
"03/06/2025","GRILLI PER COLUMBUS","9,00 €","Variabili","Ferramenta Brunelli","Gestione","Columbus","Contante Extra","","   "
"03/06/2025","Saldo lavori extra","500,00 €","Variabili","Anselmo","Cantiere","Virgilio","Contante Extra","","   "
"03/06/2025","Saldo lavori extra","100,00 €","Variabili","Anselmo","Cantiere","Beluga","Contante Extra","","   "
"03/06/2025","Saldo lavori extra","150,00 €","Variabili","Anselmo","Cantiere","Columbus","Contante Extra","","   "
"03/06/2025","Saldo lavori extra","350,00 €","Variabili","Anselmo","Cantiere","Riva","Contante Extra","","   "
"03/06/2025","Pranzi maggio","475,00 €","Fissi","Sablina 999","Gestione","Azienda","Contante Extra","","   "
"04/06/2025","FATTURA 247 (FUSIBILI PER VIRGILIO)","8,52 €","Variabili","dna marine","Gestione","Virgilio","Bonifico","","   "
"04/06/2025","FATTURA 2025/01735/1338 (GASOLIO)","1.172,10 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"04/06/2025","FATTURA 199 (LAVORI PIEDI COLUMBUS)","11.610,99 €","Variabili","Domenegoni","Meccanico","Columbus","Bonifico","","   "
"04/06/2025","FATTURA 247 (CAVO PER GHIBLI)","140,47 €","Variabili","dna marine","Gestione","Ghibli","Bonifico","","   "
"04/06/2025","FATTURA 291 (KIT RETROFIT FUSION, MS-RA210 E PRESA INCASSO DOPPIA)","374,26 €","Variabili","dna marine","Gestione","Riva","Bonifico","","   "
"04/06/2025","FATTURA 134/101 (PRATICA DI RICHIESTA CONTRIBUTO A UNIONCAMERE, PRESENTAZIONE BANDO VOUCHER DIGITALI, TESSERA PROMOZIONALE E QUOTA AMMISSIONE SOCIETÀ)","402,70 €","Variabili","CNA Impresa","Burocrazia","Azienda","Bonifico","","   "
"04/06/2025","FATTURA 3019 (LAVORI MAGIA)","4.578,63 €","Variabili","bmotor","Meccanico","Magia","Bonifico","","   "
"04/06/2025","FATTURA 1076 (30 SCATOLE DI PROSECCO E 2 CONFEZIONI DI COCA COLA)","604,86 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"05/06/2025","AFFITTO APPARTAMENTO COLOMBARE GIUGNO 2025","400,00 €","Fissi","Angelica Donati","Gestione","Azienda","Bonifico","","   "
"05/06/2025","FATTURA 30 (AFFITTO UFFICI GIUGNO 2025)","1.200,00 €","Fissi","Peruz","Ufficio","Azienda","Bonifico","","   "
"05/06/2025","FATTURA 2025/01735/1352 (GASOLIO)","1.019,31 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
